Sentiment,Text,Word Count
negative,operating profit fourth quarter went eur eur corresponding period included cost growth project,28
neutral,reduction implemented immediately beginning october,12
positive,cost new ropax vessel lower present one,18
neutral,call switchboard directory service decreased significantly since employee date contact information colleague customer phone place call directly,34
positive,complying european water framework directive requirement pre treatment unit fully renovated including hydraulics waste water inception degridding sand grease removal treatment deodorization unit,39
neutral,flex small price pay happy lender,14
neutral,started software capable retrieving data typed computer keyboard keyloggers complex mechanism arrived scene phishing pharming,38
neutral,new majority owner aspocomp thailand co ltd certain private person belonging immediate circle aspocomp present joint venture partner saha pathana inter holding plc,31
neutral,implementation deal subject approval finnish competition authority,16
neutral,offer advanced machinery maintenance process development service pulp paper industry northern china,19
negative,demand fireplace product lower expected especially germany,14
negative,net sale eaten weak u dollar,11
neutral,planned ethanol energy production plant operate correlation waste treatment unit paper mill,21
neutral,nordea pankki suomi oyj according previously announced made forward contract alma medium corporation share,20
neutral,company also shut one paper machine finland one austria well two label paper machine finland month helsinki based upm said yesterday,35
positive,tieto offer aktia good foundation required support service implementing update project say juha volotinen responsible aktia web service,29
neutral,neste shipping likely remain finnish oil sector transport significant emergency supply,22
